cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,day,train_set_dur_ind
min_segment_dur,0.9834241259529481,5.188172043010753,0.6368203445746897,0.09773747893371464,600,10,TweetyNet,1.6575874047051853,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9842864468406172,1.021505376344086,0.6874259190348747,0.019473539959346104,600,10,TweetyNet,1.5713553159382831,gr41rd51,2012-06-22,0
none,0.983385869555518,5.962365591397849,0.6311504915514553,0.11274236285029256,600,10,TweetyNet,1.6614130444482011,gr41rd51,2012-06-22,0
majority_vote,0.9810892561663218,3.633217993079585,0.5802050911713473,0.06971068093763075,600,1,TweetyNet,1.891074383367819,gr41rd51,2012-06-23,0
min_segment_dur,0.9806896707733288,7.283737024221454,0.5545330554295885,0.13016277404571783,600,1,TweetyNet,1.9310329226671197,gr41rd51,2012-06-23,0
min_segment_dur_majority_vote,0.9813598377019765,1.9411764705882353,0.5967931262642286,0.03424208455797757,600,1,TweetyNet,1.8640162298023455,gr41rd51,2012-06-23,0
none,0.980413826973104,9.349480968858131,0.5407954406760969,0.1728767358222129,600,1,TweetyNet,1.9586173026896025,gr41rd51,2012-06-23,0
majority_vote,0.9829157660788655,3.2145328719723185,0.610489101361447,0.0612080992075262,600,2,TweetyNet,1.708423392113445,gr41rd51,2012-06-23,0
min_segment_dur,0.9830437971152564,6.5121107266435985,0.6079030468298914,0.11526783592950307,600,2,TweetyNet,1.6956202884743643,gr41rd51,2012-06-23,0
min_segment_dur_majority_vote,0.9831764210629154,1.5916955017301038,0.6269257096544499,0.028189230309736187,600,2,TweetyNet,1.6823578937084638,gr41rd51,2012-06-23,0
none,0.9827823423073246,8.39446366782007,0.5910882623063309,0.15333749451750417,600,2,TweetyNet,1.7217657692675359,gr41rd51,2012-06-23,0
majority_vote,0.9828734364832282,3.5813148788927336,0.628301560321115,0.07191579185995486,600,3,TweetyNet,1.7126563516771776,gr41rd51,2012-06-23,0
min_segment_dur,0.9830946778973587,5.826989619377162,0.6242119462471759,0.10349883201442722,600,3,TweetyNet,1.6905322102641285,gr41rd51,2012-06-23,0
min_segment_dur_majority_vote,0.9833699669655892,1.4325259515570934,0.6553326582841048,0.02594798009851907,600,3,TweetyNet,1.6630033034410796,gr41rd51,2012-06-23,0
none,0.9825983935409622,8.214532871972319,0.6001118624605551,0.15464559699232755,600,3,TweetyNet,1.7401606459037766,gr41rd51,2012-06-23,0
majority_vote,0.9846354817925058,2.141868512110727,0.6383226661064679,0.042486350363943826,600,4,TweetyNet,1.5364518207494182,gr41rd51,2012-06-23,0
