Unnamed: 0,animal_id,train_set_dur,replicate_num,segmentation,avg_segment_error_rate
89,llb3,120,2,manually-cleaned,0.0724562888428877
90,llb3,120,3,not-cleaned,0.3027460381949701
91,llb3,120,3,semi-automated-cleaning,0.2809107694368754
92,llb3,120,3,manually-cleaned,0.0589365491734123
93,llb3,120,4,not-cleaned,0.3009829251154987
94,llb3,120,4,semi-automated-cleaning,0.2807588474069118
95,llb3,120,4,manually-cleaned,0.054829804290182
96,llb3,120,5,not-cleaned,0.2983320941648749
97,llb3,120,5,semi-automated-cleaning,0.2783807689082143
98,llb3,120,5,manually-cleaned,0.0597615473705902
99,llb3,120,6,not-cleaned,0.293922572709037
100,llb3,120,6,semi-automated-cleaning,0.2721804808092085
101,llb3,120,6,manually-cleaned,0.0590695182820079
102,llb3,120,7,not-cleaned,0.3205172916436544
103,llb3,120,7,semi-automated-cleaning,0.3020347659022181
104,llb3,120,7,manually-cleaned,0.0640849404414254
105,llb3,540,1,not-cleaned,0.266490562741936
106,llb3,540,1,semi-automated-cleaning,0.2483198734758896
107,llb3,540,1,manually-cleaned,0.0225186119429877
108,llb3,540,2,not-cleaned,0.2453309275124211
109,llb3,540,2,semi-automated-cleaning,0.2277118034215625
110,llb3,540,2,manually-cleaned,0.0360592972335072
111,llb3,540,3,not-cleaned,0.2649031191767764
112,llb3,540,3,semi-automated-cleaning,0.2454395677700911
113,llb3,540,3,manually-cleaned,0.0261909642682075
114,llb3,540,4,not-cleaned,0.2456430426982587
115,llb3,540,4,semi-automated-cleaning,0.2299142540557569
116,llb3,540,4,manually-cleaned,0.0243946198364655
117,llb3,540,5,not-cleaned,0.2619906537453099
118,llb3,540,5,semi-automated-cleaning,0.2441401346200618
119,llb3,540,5,manually-cleaned,0.0198269906466054
120,llb3,540,6,not-cleaned,0.2382800878361704
121,llb3,540,6,semi-automated-cleaning,0.2198931552166665
122,llb3,540,6,manually-cleaned,0.0248340203469487
